date,open,high,low,close,volume,average,barCount
2026-04-09 01:35:29-04:00,4740.1,4740.1,4740.0,4740.0,5.0,4740.02,4
2026-04-09 01:35:30-04:00,4740.3,4740.5,4740.0,4740.0,5.0,4740.26,4
2026-04-09 01:35:31-04:00,4740.2,4740.6,4740.2,4740.6,2.0,4740.4,2
2026-04-09 01:35:32-04:00,4740.6,4740.6,4740.6,4740.6,0.0,4740.6,0
2026-04-09 01:35:33-04:00,4740.6,4740.7,4740.5,4740.7,3.0,4740.6,3
2026-04-09 01:35:34-04:00,4740.9,4740.9,4740.9,4740.9,1.0,4740.9,1
2026-04-09 01:35:35-04:00,4740.9,4740.9,4740.9,4740.9,0.0,4740.9,0
2026-04-09 01:35:36-04:00,4740.5,4740.5,4740.3,4740.3,5.0,4740.42,3
2026-04-09 01:35:37-04:00,4740.6,4740.6,4740.3,4740.3,2.0,4740.45,2
2026-04-09 01:35:38-04:00,4740.3,4740.3,4740.2,4740.3,4.0,4740.28,3
2026-04-09 01:35:39-04:00,4740.3,4740.3,4740.3,4740.3,0.0,4740.3,0
2026-04-09 01:35:40-04:00,4740.0,4740.0,4739.7,4740.0,6.0,4739.85,6
2026-04-09 01:35:41-04:00,4740.2,4740.2,4740.2,4740.2,1.0,4740.2,1
2026-04-09 01:35:42-04:00,4740.0,4740.0,4740.0,4740.0,1.0,4740.0,1
2026-04-09 01:35:43-04:00,4739.9,4739.9,4739.7,4739.7,3.0,4739.83,3
2026-04-09 01:35:44-04:00,4739.8,4739.8,4739.5,4739.8,6.0,4739.72,4
2026-04-09 01:35:45-04:00,4739.8,4739.8,4739.8,4739.8,0.0,4739.8,0
2026-04-09 01:35:46-04:00,4739.8,4739.8,4739.8,4739.8,0.0,4739.8,0
2026-04-09 01:35:47-04:00,4739.8,4739.8,4739.8,4739.8,0.0,4739.8,0
2026-04-09 01:35:48-04:00,4739.4,4739.4,4739.4,4739.4,8.0,4739.4,2
2026-04-09 01:35:49-04:00,4740.0,4740.1,4740.0,4740.0,4.0,4740.03,3
2026-04-09 01:35:50-04:00,4739.8,4739.8,4739.7,4739.7,4.0,4739.75,2
